,tipo_de_contribuinte_1,fracao_ideal,area_do_terreno,area_construida,area_ocupada,valor_do_m2_do_terreno,valor_do_m2_de_construcao,ano_da_construcao_corrigido,quantidade_de_pavimentos,testada_para_calculo,tipo_de_uso_do_imovel,tipo_de_padrao_da_construcao,tipo_de_terreno,fator_de_obsolescencia,latitude,longitude,labels
603892,0.0,0.0058,3626,88,1105,1097.0,1607.0,2007,15,0.0,0,0,3,0.9,-23.620739999999998,-46.6068671,140
111079,0.0,0.0248,793,140,304,4107.0,2139.0,1992,12,17.29,0,0,1,0.74,-23.542991600000004,-46.6536856,66
573584,0.0,0.0103,3926,130,752,1896.0,2139.0,1983,13,25.0,0,0,1,0.62,-23.6130259,-46.624514500000004,100
1169656,0.0,0.0227,879,109,220,8057.0,2139.0,1978,16,22.9,0,0,1,0.54,-23.562935600000003,-46.6609815,84
128352,0.0,0.0103,1708,125,1270,4482.0,2497.0,2014,30,40.25,0,1,1,0.96,-23.5592704,-46.6830245,48
320515,0.0,0.0171,593,73,280,4881.0,2139.0,1968,16,11.85,0,0,1,0.37,-23.5631777,-46.643519,84
1134582,1.0,0.0042,10380,59,2626,159.0,927.0,2014,5,114.1,0,4,3,0.94,-23.6392942,-46.458751899999996,35
542281,0.0,0.0013,2739,26,780,3491.0,2139.0,1977,19,46.55,1,0,1,0.52,-23.5970565,-46.6419189,53
423646,0.0,0.0505,600,147,300,3118.0,2139.0,1975,13,12.0,0,0,1,0.49,-23.533437399999997,-46.682436100000004,133
138979,0.0,0.0159,693,86,600,4020.0,2139.0,1972,13,25.3,0,0,2,0.44,-23.5612574,-46.679162,82
993302,0.0,0.0167,2832,46,536,423.0,703.0,1986,5,41.65,0,12,1,0.4,-23.608763600000003,-46.5041347,105
1095302,0.0,0.0333,1404,59,371,217.0,703.0,1987,5,24.32,0,12,1,0.42,-23.5444657,-46.4385666,105
1136401,0.0,0.0329,1490,203,272,2639.0,2497.0,1981,13,33.0,0,1,1,0.59,-23.607186499999997,-46.707908,48
99769,0.0,0.0036,1119,34,700,6686.0,2497.0,1973,19,22.5,1,1,1,0.46,-23.5480598,-46.6589016,29
53113,0.0,0.0268,1063,171,342,3915.0,2139.0,1974,17,25.0,0,0,1,0.48,-23.5858134,-46.6880161,133
315824,0.0,0.108,290,219,250,7277.0,2497.0,1975,10,22.3,0,1,3,0.49,-23.563924899999996,-46.6516039,147
350103,0.0,0.0094,3587,201,2711,1619.0,2497.0,2008,27,34.35,0,1,3,0.91,-23.5340264,-46.692952500000004,98
257898,0.0,0.0202,416,139,350,4168.0,2139.0,1961,24,16.4,0,0,1,0.24,-23.5483892,-46.646077000000005,84
997075,1.0,0.0025,13000,53,2519,419.0,927.0,2009,9,128.1,0,4,1,0.88,-23.601325699999997,-46.5454149,65
749935,0.0,0.0114,1600,167,1600,1898.0,2139.0,2003,12,30.0,0,0,3,0.86,-23.4982468,-46.6284926,12
878598,0.0,0.0007,47029,112,5215,397.0,927.0,2009,19,377.41,0,4,2,0.88,-23.674145899999996,-46.7355424,86
638558,0.0,0.0231,1702,343,1532,2979.0,2497.0,2008,24,34.04,0,1,1,0.91,-23.5439464,-46.567854499999996,48
528424,0.0,0.0181,3028,272,2556,1968.0,2497.0,1998,15,64.25,0,1,3,0.81,-23.5783667,-46.6144249,98
337413,0.0,0.025,504,54,146,4069.0,2139.0,1983,11,14.0,0,0,1,0.62,-23.555138600000003,-46.6512774,133
365499,0.0,0.055,500,216,385,16888.0,2139.0,1971,12,12.5,0,0,1,0.42,-23.5753638,-46.6878115,127
1017816,0.0,0.0313,1746,49,392,222.0,703.0,2000,4,23.21,0,12,3,0.72,-23.6615183,-46.77517279999999,54
308189,0.0,0.0034,3643,114,1131,4890.0,2497.0,1991,27,71.03,3,1,3,0.73,-23.561298899999997,-46.6540061,34
2519,0.0,0.0452,1066,251,533,8366.0,2497.0,1953,11,18.0,0,1,1,0.2,-23.567980600000002,-46.650767,127
475887,0.0,0.0144,520,56,500,4027.0,2139.0,1975,9,40.1,0,0,3,0.49,-23.5591256,-46.640071999999996,109
268447,1.0,0.006,1019,76,855,2626.0,2139.0,2015,22,17.95,0,0,1,0.97,-23.5526616,-46.6407355,93
484881,0.0,0.0122,1169,105,1029,2357.0,2139.0,1994,15,26.14,0,0,1,0.76,-23.5645393,-46.6323791,66
1077222,1.0,0.0045,5222,90,3482,1295.0,1607.0,2012,19,60.0,0,0,1,0.95,-23.513304100000003,-46.6888572,93
247011,0.0,0.0065,1299,58,1039,4386.0,2139.0,1970,17,21.65,0,0,1,0.41,-23.553700699999997,-46.638420700000005,84
258361,0.0,0.0028,1786,41,682,5499.0,2139.0,1975,12,25.88,0,0,1,0.49,-23.5477816,-46.6444052,84
394859,0.0,0.0147,779,99,500,3681.0,2139.0,1972,17,14.6,0,0,1,0.44,-23.531026500000003,-46.6650079,133
648929,0.0,0.0284,1140,326,925,2725.0,3092.0,2013,18,45.8,0,2,1,0.96,-23.554189800000003,-46.5636844,146
1054002,1.0,0.0208,1936,95,378,910.0,1607.0,1983,13,43.13,0,0,1,0.62,-23.628069,-46.736976,59
58665,1.0,0.0835,1700,589,1396,3900.0,3092.0,1990,13,40.0,0,2,2,0.71,-23.5991122,-46.661925399999994,39
649068,0.0,0.0377,1750,471,1408,5892.0,3599.0,2012,25,70.0,0,3,2,0.95,-23.5571038,-46.560087100000004,37
21275,0.0,0.0323,512,103,356,7729.0,2139.0,1979,16,20.48,0,0,3,0.56,-23.566895300000002,-46.6593173,109
1139538,0.0,0.0006,5193,23,653,1758.0,1607.0,2012,27,0.0,1,0,3,0.95,-23.6280641,-46.718925,101
290614,0.0,0.0101,923,65,923,3142.0,2139.0,2003,18,20.5,0,0,1,0.86,-23.5440775,-46.6472836,66
580881,0.0,0.0147,1250,138,700,1969.0,2497.0,2003,18,25.0,0,1,1,0.86,-23.616525,-46.635171,48
1006813,1.0,0.0043,7000,71,967,471.0,1607.0,2016,13,0.0,0,0,3,0.98,-23.580896,-46.773719,38
1060145,1.0,0.003,6655,86,3712,852.0,1607.0,2017,18,24.04,0,0,2,0.99,-23.619425699999997,-46.744300700000004,94
156104,0.0,0.0029,1125,27,991,8051.0,2497.0,1990,15,25.1,4,1,1,0.71,-23.559658499999998,-46.662663,34
676128,0.0,0.0032,1225,27,400,1386.0,1607.0,1983,14,26.0,1,0,1,0.62,-23.5209503,-46.5441544,131
1044954,0.0,0.0102,3850,187,2578,1868.0,1607.0,1998,15,23.5,0,0,3,0.81,-23.613746399999997,-46.740799200000005,140
1139933,0.0,0.0833,717,240,499,1829.0,1854.0,1985,14,20.0,0,1,1,0.64,-23.6361278,-46.7351632,146
569848,0.0,0.0223,983,111,285,2061.0,2139.0,1991,11,20.0,0,0,1,0.73,-23.607001999999998,-46.620870000000004,66
522352,1.0,0.0125,2142,146,1656,2210.0,2139.0,2012,21,68.1,0,0,2,0.95,-23.5889772,-46.6264832,94
963082,0.0,0.0062,5000,70,1609,127.0,703.0,2005,5,0.0,0,12,3,0.81,-23.560591600000002,-46.424808500000005,119
522095,0.0,0.0338,646,119,564,2326.0,2139.0,1986,8,25.0,0,0,2,0.66,-23.588189,-46.630712,82
413309,0.0,0.0029,1249,24,348,2508.0,2139.0,1979,22,22.0,1,0,1,0.56,-23.5394845,-46.6761725,53
396067,0.0,0.0052,2586,94,2475,2414.0,2139.0,2013,25,49.5,0,0,1,0.96,-23.5288762,-46.6642343,100
514984,0.0,0.0146,1249,87,1012,2387.0,2139.0,2015,18,29.19,0,0,1,0.97,-23.582825,-46.6364,66
948771,0.0,0.008,8575,138,712,463.0,1224.0,2004,13,0.0,0,0,3,0.88,-23.4751638,-46.7511991,12
879609,1.0,0.0018,43200,140,5266,825.0,1607.0,1983,15,108.0,0,0,3,0.62,-23.6907176,-46.6997658,126
415336,0.0,0.0398,588,165,300,2195.0,2139.0,1971,14,28.0,0,0,3,0.42,-23.526848,-46.689668499999996,109
869113,0.0,0.015,3000,198,1634,1432.0,1607.0,1988,18,0.0,0,0,3,0.69,-23.6614423,-46.692536499999996,140
679383,0.0,0.0025,19521,119,3123,1315.0,1607.0,1996,10,67.73,0,0,1,0.79,-23.530274300000002,-46.55628660000001,28
134922,0.0,0.047,325,56,300,4616.0,2139.0,1972,4,6.5,0,0,1,0.44,-23.5630322,-46.6877982,133
670991,0.0,0.0081,1790,89,1555,837.0,1854.0,1989,21,30.0,0,1,1,0.7,-23.52541,-46.5259492,146
406137,0.0,0.0524,500,80,240,3171.0,2139.0,1970,4,10.0,0,0,1,0.41,-23.534963100000002,-46.677377,133
553307,0.0,0.076,700,98,210,2020.0,2139.0,1983,4,17.1,0,0,1,0.62,-23.597191,-46.6254303,133
964160,1.0,0.0033,11827,77,870,418.0,1224.0,2014,19,167.0,0,0,2,0.96,-23.5131176,-46.425236600000005,122
194098,0.0,0.0167,1500,156,1350,2204.0,2139.0,1979,15,30.0,0,0,1,0.56,-23.6278876,-46.6651401,100
462179,0.0,0.0143,2000,212,2000,3007.0,2497.0,2002,18,40.0,0,1,1,0.85,-23.547462600000003,-46.5698424,48
785410,0.0,0.0065,1650,76,1372,2351.0,2497.0,1992,21,30.0,1,1,1,0.74,-23.5321922,-46.7269211,131
18622,0.0,0.044,1231,394,302,8362.0,3092.0,1987,24,36.2,0,2,1,0.67,-23.5661517,-46.6672745,69
912534,0.0,0.0056,2402,93,717,705.0,1607.0,2000,15,27.0,0,0,1,0.83,-23.510862200000002,-46.5055374,78
324597,0.0,0.1278,353,135,270,5570.0,2139.0,1948,5,8.5,0,0,1,0.2,-23.551773800000003,-46.651962299999994,129
979551,0.0,0.0019,39935,77,8000,505.0,1224.0,2008,16,0.0,0,0,3,0.91,-23.5617553,-46.506275099999996,72
1021514,1.0,0.0004,107743,81,13016,451.0,1224.0,2012,14,1158.14,0,0,2,0.95,-23.619870300000002,-46.75354229999999,5
383195,0.0,0.016,822,103,412,5143.0,2139.0,1975,15,20.06,0,0,3,0.49,-23.5327345,-46.6579816,109
442266,1.0,0.0185,1014,120,341,1525.0,1607.0,1981,15,22.76,0,0,1,0.59,-23.526668100000002,-46.6062355,30
60445,0.0,0.0147,1200,118,377,4504.0,2139.0,1981,14,30.0,0,0,3,0.59,-23.600330300000003,-46.6674755,109
310103,0.0,0.0022,3448,42,1500,2367.0,2139.0,1972,13,157.0,0,0,1,0.44,-23.562193899999997,-46.650324299999994,97
907277,0.0,0.0199,1290,157,1099,800.0,1607.0,1994,9,30.0,0,0,3,0.76,-23.5022987,-46.7001969,12
1008687,0.0,0.0068,5099,103,910,890.0,1607.0,1989,12,0.0,0,0,3,0.7,-23.583399399999998,-46.76374179999999,140
320674,0.0,0.0334,800,184,737,4881.0,2139.0,1990,14,20.0,0,0,1,0.71,-23.5630025,-46.6438593,66
483031,1.0,0.0071,4431,127,2981,1908.0,2139.0,2016,25,40.18,0,0,2,0.98,-23.564567,-46.635327000000004,94
849460,1.0,0.0051,1024,32,230,1217.0,1854.0,1985,10,20.15,1,1,1,0.64,-23.6415628,-46.6715723,118
974010,0.0,0.0373,2144,72,459,645.0,703.0,1980,5,36.63,0,12,1,0.23,-23.5476602,-46.478122,105
1039117,0.0,0.0093,3640,163,2205,1432.0,1607.0,2011,31,99.7,0,0,3,0.94,-23.6243676,-46.731185499999995,140
807568,0.0,0.0083,2015,141,1794,837.0,1607.0,1998,16,60.0,0,0,1,0.81,-23.546427899999998,-46.7486179,128
243181,0.0,0.0064,1951,63,1288,1104.0,1285.0,2016,13,66.81,0,4,3,0.97,-23.559366,-46.623501,18
138192,0.0,0.0018,1600,33,321,1781.0,2213.0,1988,21,40.0,1,2,3,0.69,-23.647959399999998,-46.701567700000005,101
693454,0.0,0.0143,2638,103,564,872.0,1607.0,2001,9,0.0,0,0,3,0.84,-23.5031557,-46.5945293,140
439344,0.0,0.0103,1757,89,776,3512.0,2139.0,1981,11,49.0,0,0,1,0.59,-23.5364682,-46.610802,100
596915,0.0,0.0184,1656,133,1538,1550.0,2139.0,2000,14,47.8,0,0,2,0.83,-23.6246605,-46.633856,42
878651,0.0,0.0006,47029,95,5215,397.0,927.0,2009,19,377.41,0,4,2,0.88,-23.674145899999996,-46.7355424,86
1146961,0.0,0.0017,28942,92,2348,918.0,1607.0,2008,19,184.0,0,0,2,0.91,-23.4689542,-46.6631278,95
937662,0.0,0.0047,7851,109,1706,1143.0,1607.0,2004,21,39.35,0,0,1,0.88,-23.6687487,-46.673438700000005,83
526481,0.0,0.0234,2090,216,1537,3352.0,2497.0,1992,12,80.0,0,1,2,0.74,-23.5923712,-46.6260866,88
122655,0.0,0.0356,657,158,624,6709.0,2139.0,1994,15,13.0,0,0,1,0.76,-23.5762517,-46.647277200000005,66
1082710,1.0,0.0066,5023,63,1340,123.0,927.0,2011,9,78.0,0,4,3,0.9,-23.4435522,-46.729004700000004,51
1168733,1.0,0.0022,2030,15,1583,1372.0,1607.0,1998,9,65.0,1,0,3,0.81,-23.650543,-46.635084,115
19867,0.0,0.0592,754,240,600,8157.0,2497.0,1977,11,13.0,0,1,1,0.52,-23.565700399999997,-46.661914,9
1036508,1.0,0.004,6400,120,2546,1311.0,1607.0,2013,9,160.0,0,0,2,0.96,-23.626804699999997,-46.7304217,94
117782,0.0,0.0189,995,118,600,6672.0,2139.0,1972,13,20.0,0,0,1,0.44,-23.571589000000003,-46.64813779999999,84
809832,0.0,0.0125,1175,103,275,810.0,1607.0,1982,21,43.45,0,0,1,0.6,-23.5532127,-46.7484575,10
1065851,0.0,0.0041,9066,118,2163,509.0,1224.0,1996,9,0.0,0,0,3,0.79,-23.648781200000002,-46.768576200000005,140
453126,0.0,0.0443,500,94,350,1552.0,1607.0,1976,10,10.0,0,0,1,0.51,-23.564632999999997,-46.6013411,10
656911,0.0,0.0433,725,167,589,1902.0,1854.0,1994,13,25.24,0,1,1,0.76,-23.564556399999997,-46.542970600000004,146
47658,0.0,0.014,820,83,311,4982.0,2139.0,1984,11,20.0,0,0,1,0.63,-23.586868,-46.6786436,133
301806,0.0,0.0311,315,56,150,5210.0,1631.0,1970,8,12.1,0,4,1,0.2,-23.537153200000002,-46.6389188,52
248194,0.0,0.025,315,43,250,1878.0,1631.0,1948,7,15.0,0,4,1,0.2,-23.554564199999998,-46.632338700000005,52
899660,1.0,0.0032,9658,166,4280,1408.0,1607.0,2016,21,106.81,0,0,2,0.98,-23.5758227,-46.7406605,94
827475,0.0,0.0323,398,67,200,2092.0,2139.0,1970,7,16.8,0,0,1,0.41,-23.622747,-46.6845814,133
760841,0.0,0.0072,1321,73,930,2049.0,2139.0,1972,15,45.5,0,0,1,0.44,-23.5031175,-46.6377751,100
649811,1.0,0.0008,2883,24,1442,3938.0,3599.0,2010,30,50.0,1,3,2,0.93,-23.5551839,-46.5625337,118
339336,0.0,0.0087,710,42,300,4878.0,2139.0,1970,18,16.0,0,0,1,0.41,-23.5557159,-46.6563528,84
148792,0.0,0.0314,1195,290,450,4383.0,2497.0,1977,15,19.5,0,1,1,0.52,-23.5588977,-46.6728424,48
1047696,0.0,0.0036,1726,34,814,1568.0,1607.0,2005,18,60.0,1,0,1,0.88,-23.6175012,-46.74008320000001,131
199676,0.0,0.0011,6701,64,2415,3130.0,2139.0,1984,24,100.75,0,0,3,0.63,-23.580064399999998,-46.6434972,97
1091328,0.0,0.0333,1938,59,371,173.0,703.0,1987,5,73.44,0,12,1,0.42,-23.5440827,-46.434612200000004,105
90068,0.0,0.015,1568,182,1388,5860.0,2139.0,1996,18,36.0,0,0,1,0.79,-23.590298,-46.6718958,66
33835,0.0,0.0046,2530,84,800,8335.0,2139.0,1981,22,48.0,0,0,3,0.59,-23.5701897,-46.6596186,109
13579,0.0,0.0481,520,168,250,7465.0,2139.0,1972,13,13.0,0,0,1,0.44,-23.560612,-46.6695811,133
940060,0.0,0.0096,3217,107,709,751.0,1607.0,1996,13,153.0,0,0,2,0.79,-23.6651087,-46.6721676,42
85576,0.0,0.0052,3168,124,3150,4802.0,2497.0,1999,26,72.0,0,1,3,0.82,-23.6067057,-46.6625026,141
178384,1.0,0.0018,4232,77,2934,2643.0,2139.0,2016,21,0.0,0,0,3,0.98,-23.6121324,-46.6818085,38
94135,0.0,0.0193,280,46,250,5772.0,2139.0,1970,12,7.0,0,0,1,0.41,-23.5464676,-46.650963899999994,84
200230,0.0,0.0471,342,105,308,4131.0,2139.0,1972,7,29.8,0,0,3,0.44,-23.579015,-46.641076,109
1101348,1.0,0.0229,2253,48,569,217.0,703.0,1987,5,81.26,0,12,2,0.42,-23.553222199999997,-46.4414393,91
953937,0.0,0.0051,7182,81,2050,346.0,927.0,2001,5,60.0,0,4,3,0.74,-23.4885303,-46.5039799,18
537351,0.0,0.0039,1262,29,190,3377.0,2139.0,1990,17,30.0,1,0,1,0.71,-23.5928596,-46.647873600000004,53
539502,0.0,0.0344,929,167,845,2875.0,2139.0,1994,11,15.94,0,0,1,0.76,-23.594216699999997,-46.64660070000001,66
40630,0.0,0.0207,1122,153,800,5282.0,2139.0,1973,13,26.0,0,0,1,0.46,-23.579510100000004,-46.672745899999995,84
45375,1.0,0.0029,3200,74,3200,5784.0,3092.0,2001,28,40.0,0,2,3,0.84,-23.5811163,-46.6788291,45
284412,0.0,0.0387,440,86,200,4316.0,2139.0,1964,12,8.0,0,0,1,0.3,-23.5399836,-46.6504411,133
337649,0.0,0.0135,1092,110,1059,4251.0,2139.0,1997,19,26.0,0,0,1,0.8,-23.555811,-46.650816,66
144777,0.0,0.0058,2660,112,1800,5345.0,2139.0,1974,18,52.21,0,0,3,0.48,-23.5613104,-46.6739685,109
1103016,0.0,0.0333,1432,59,371,161.0,703.0,1987,5,56.3,0,12,1,0.42,-23.553484899999997,-46.434253000000005,105
994990,0.0,0.0025,15960,101,1695,614.0,1224.0,1983,20,164.0,0,0,1,0.62,-23.6066277,-46.5223674,148
1003040,0.0,0.0258,1500,92,504,868.0,1607.0,1984,5,50.0,0,0,1,0.63,-23.5837143,-46.746297999999996,128
678771,0.0,0.0277,873,128,840,1676.0,1607.0,1999,10,34.9,0,0,1,0.82,-23.529745600000002,-46.5762478,78
1148942,0.0,0.0044,6157,94,3134,880.0,1607.0,2002,9,203.5,0,0,2,0.85,-23.4722144,-46.6527424,125
490137,0.0,0.0115,1318,95,1200,2990.0,2139.0,1997,16,52.83,0,0,2,0.8,-23.5673402,-46.633278000000004,42
658943,0.0,0.0064,5824,115,883,1937.0,1607.0,1999,14,145.0,0,0,2,0.82,-23.554236,-46.54654,42
1096416,0.0,0.0166,2521,57,720,217.0,703.0,1987,5,38.2,0,12,3,0.42,-23.5402417,-46.4360554,17
635175,0.0,0.0131,1440,105,278,3099.0,2139.0,1990,20,26.66,0,0,1,0.71,-23.541490399999997,-46.5694698,100
35012,1.0,0.0083,1000,66,1000,8204.0,2497.0,2001,18,20.0,3,1,1,0.84,-23.5665725,-46.6544124,67
962543,1.0,0.0166,1786,47,577,314.0,703.0,1986,5,40.6,0,12,1,0.4,-23.5657803,-46.3936089,91
204110,0.0,0.0166,1680,201,1341,3129.0,2139.0,2010,17,30.8,0,0,1,0.93,-23.5848081,-46.6433436,66
1076725,1.0,0.0045,3177,54,2119,1295.0,1607.0,2012,19,10.0,0,0,1,0.95,-23.5133258,-46.689079799999995,93
263513,0.0,0.0054,610,30,550,3118.0,2139.0,1949,23,38.68,0,0,3,0.2,-23.5486158,-46.6395744,23
995299,0.0,0.0022,14509,90,1692,614.0,1224.0,2015,9,116.09,0,0,3,0.97,-23.6041334,-46.5243222,140
1000838,1.0,0.0066,5045,102,584,326.0,1224.0,2011,22,0.0,0,0,3,0.94,-23.658148899999997,-46.614152399999995,38
1104718,0.0,0.0271,2898,56,458,211.0,703.0,1987,5,36.74,0,12,1,0.42,-23.5388347,-46.4371073,105
977120,0.0,0.0313,1415,49,362,607.0,703.0,1986,5,85.26,0,12,2,0.4,-23.554375600000004,-46.4841843,17
1124244,1.0,0.0312,1887,49,388,72.0,703.0,1996,4,33.86,0,12,1,0.64,-23.5920509,-46.412008,6
1107009,0.0,0.0172,2071,101,265,341.0,927.0,2000,15,66.0,0,4,2,0.72,-23.5585776,-46.4610773,18
1163026,1.0,0.0115,2629,194,908,1781.0,2139.0,2015,17,58.48,0,0,2,0.97,-23.612344399999998,-46.629546600000005,94
705912,0.0,0.0401,1450,242,800,1049.0,1607.0,1994,10,36.0,0,0,1,0.76,-23.493787,-46.598555,128
237460,1.0,0.0024,4861,94,3545,1609.0,2139.0,2015,23,51.14,0,0,3,0.97,-23.546960199999997,-46.6197857,38
540401,0.0,0.0084,650,30,325,2307.0,2139.0,1971,13,21.6,1,0,1,0.42,-23.595746300000002,-46.634034899999996,53
1129944,1.0,0.0208,2286,49,582,72.0,703.0,1996,4,47.35,0,12,1,0.64,-23.5887384,-46.4094241,6
510055,0.0,0.0047,700,28,220,3579.0,2139.0,1982,11,14.0,1,0,1,0.6,-23.5717521,-46.6354976,53
167427,0.0,0.0047,2000,72,2000,4813.0,2584.0,2000,19,80.0,3,5,2,0.83,-23.6091069,-46.6950796,34
1041219,0.0,0.0061,16577,274,873,1639.0,1854.0,1977,20,155.87,0,1,2,0.52,-23.6133848,-46.7314088,90
1082252,0.0,0.0312,1160,49,386,286.0,703.0,1992,4,65.12,0,12,2,0.55,-23.6004603,-46.7851662,54
930044,1.0,0.0025,16819,77,9531,705.0,1607.0,2015,17,294.5,0,0,2,0.97,-23.5983157,-46.5311735,65
797360,0.0,0.0097,1500,101,1384,3244.0,2139.0,1995,26,30.0,0,0,1,0.78,-23.5513742,-46.689575899999994,100
495692,0.0,0.011,1137,73,387,2116.0,2139.0,1983,16,23.63,0,0,1,0.62,-23.572067800000003,-46.6206459,84
362648,0.0,0.0179,994,139,556,2609.0,2139.0,1974,15,38.0,0,0,1,0.48,-23.5410454,-46.676602100000004,133
802975,0.0,0.0257,816,143,600,2982.0,2139.0,1970,12,16.0,0,0,1,0.41,-23.5543915,-46.6833014,133
398386,0.0,0.0092,1450,90,268,3665.0,2139.0,1976,22,33.9,0,0,1,0.51,-23.5327593,-46.6665062,100
1970,0.0,0.0373,1296,293,450,8145.0,2497.0,1970,16,20.85,0,1,1,0.41,-23.5662315,-46.6534279,9
167354,0.0,0.0007,1750,20,1402,4765.0,2584.0,1992,21,70.0,4,5,2,0.74,-23.6089017,-46.6951823,7
539335,0.0,0.0135,2692,149,390,3120.0,2139.0,1984,17,45.0,0,0,1,0.63,-23.594104,-46.648007,84
345197,0.0,0.0038,2000,39,700,3492.0,1631.0,1970,15,44.2,0,4,1,0.2,-23.5582965,-46.653836600000005,52
451066,0.0,0.0028,7312,114,4345,1141.0,1607.0,2014,10,147.63,0,0,3,0.96,-23.557125,-46.607296000000005,140
942632,1.0,0.005,10711,91,2191,431.0,1285.0,1996,5,37.92,0,4,2,0.64,-23.691428,-46.6671349,112
1023621,0.0,0.0003,107743,81,13016,451.0,1224.0,1990,14,1158.14,0,0,2,0.71,-23.619870300000002,-46.75354229999999,5
511284,0.0,0.0021,2062,24,548,2433.0,2139.0,1976,15,43.2,1,0,1,0.51,-23.5790532,-46.6366544,53
308330,0.0,0.0146,907,67,400,4863.0,1631.0,1971,16,15.5,0,4,1,0.2,-23.558421,-46.6534097,52
15661,1.0,0.0623,602,254,250,8184.0,2497.0,1970,17,14.0,0,1,1,0.41,-23.563893,-46.671422799999995,31
1141509,0.0,0.0008,65796,131,50000,1556.0,1607.0,1991,19,99.49,0,0,1,0.73,-23.639039999999998,-46.735637,15
666146,0.0,0.0248,1123,121,610,746.0,1607.0,1995,11,33.0,0,0,2,0.78,-23.537181,-46.534269,42
48533,0.0,0.0048,1784,69,1549,5732.0,3092.0,2002,25,37.61,0,2,3,0.85,-23.5849802,-46.681662,141
1126408,1.0,0.0312,1831,49,388,72.0,703.0,1996,4,38.44,0,12,1,0.64,-23.5909045,-46.4167526,6
769547,0.0,0.0104,3272,113,821,762.0,1607.0,1983,13,122.5,0,0,2,0.62,-23.496177,-46.6917995,42
359814,0.0,0.1266,296,218,220,3128.0,2139.0,1975,9,11.15,0,0,1,0.49,-23.538393600000003,-46.680885100000005,133
101650,0.0,0.0205,900,143,600,6407.0,2139.0,1971,13,20.0,0,0,1,0.42,-23.5474253,-46.65488,84
155214,0.0,0.0047,2426,98,794,8079.0,2497.0,1990,17,30.9,3,1,1,0.71,-23.559148999999998,-46.6621006,34
106694,0.0,0.011,830,63,600,4223.0,2139.0,1962,13,41.5,0,0,3,0.26,-23.5440794,-46.6502018,109
986376,0.0,0.0039,9339,80,1570,158.0,927.0,2015,11,65.68,0,4,1,0.96,-23.6016189,-46.4609289,92
656791,0.0,0.0025,6172,88,4938,1927.0,1607.0,1998,21,206.84,0,0,2,0.81,-23.565514,-46.543552000000005,42
911056,0.0,0.0017,22895,70,4933,970.0,1607.0,1983,19,489.36,0,0,2,0.62,-23.4572828,-46.6208532,89
104421,0.0,0.0588,1010,330,500,6711.0,2497.0,1970,18,18.0,0,1,1,0.41,-23.5461785,-46.6563286,9
670244,0.0,0.0081,1200,73,1100,790.0,1607.0,1997,14,20.0,0,0,1,0.8,-23.5239552,-46.529807399999996,78
1004984,0.0,0.003,16947,125,2056,863.0,1607.0,1999,17,139.0,0,0,1,0.82,-23.5822234,-46.7458391,27
233474,0.0,0.0069,2036,45,1222,1759.0,1631.0,2016,5,22.84,0,4,2,0.97,-23.535366699999997,-46.6268951,64
109854,0.0,0.0386,641,147,479,4260.0,2139.0,1967,7,11.8,0,0,1,0.35,-23.541939499999998,-46.6524652,133
522294,1.0,0.021,4280,428,1370,2228.0,3092.0,2012,23,106.54,0,2,2,0.95,-23.589384399999997,-46.627891399999996,20
516723,0.0,0.0238,1530,96,671,2413.0,2139.0,1953,6,0.0,0,0,3,0.2,-23.579899100000002,-46.636989299999996,109
7235,0.0,0.0221,1540,147,1000,7733.0,2139.0,1962,12,28.25,0,0,1,0.26,-23.5708966,-46.6539855,84
218570,0.0,0.0277,996,97,388,5099.0,2139.0,1971,10,20.0,0,0,1,0.42,-23.5991253,-46.6810787,133
863139,0.0,0.0667,1502,317,1261,1403.0,1854.0,1985,16,29.94,0,1,1,0.64,-23.651854800000002,-46.6716024,146
757231,0.0,0.0457,677,81,295,1564.0,2139.0,1970,6,17.0,0,0,1,0.41,-23.5018419,-46.6362867,133
437329,0.0,0.0037,2092,41,1601,1447.0,2497.0,1991,9,15.0,1,1,1,0.73,-23.535795,-46.703285,131
839917,0.0,0.0051,2465,108,2009,1515.0,1607.0,2013,27,0.0,0,0,3,0.96,-23.6367577,-46.714363,140
890256,0.0,0.0009,2385,12,1005,777.0,1607.0,2006,9,42.2,1,0,1,0.89,-23.5610283,-46.748531,131
68113,0.0,0.004,2000,56,500,4475.0,2139.0,1976,22,40.0,0,0,1,0.51,-23.6029875,-46.6699779,100
443609,0.0,0.0022,14359,102,10114,1676.0,1854.0,2010,17,143.8,0,1,2,0.93,-23.551521899999997,-46.602123600000006,74
32091,0.0,0.0538,373,170,350,7720.0,2139.0,1970,10,26.0,0,0,3,0.41,-23.5653721,-46.6556226,109
890589,0.0,0.0096,2989,98,559,1076.0,1607.0,1990,14,81.0,0,0,2,0.71,-23.5702604,-46.749151700000006,42
527216,1.0,0.0457,1491,389,750,3393.0,3092.0,2017,24,57.47,0,2,3,0.99,-23.5922092,-46.628870500000005,20
998354,0.0,0.0088,4934,102,809,381.0,1224.0,2000,10,0.0,0,0,3,0.83,-23.6494372,-46.600060600000006,140
523671,0.0,0.0429,1313,177,983,3227.0,2139.0,1996,12,50.0,0,0,1,0.79,-23.589961199999998,-46.628627,146
257221,0.0,0.0401,600,280,550,4265.0,2497.0,1972,21,18.4,0,1,3,0.44,-23.5481264,-46.646007700000006,109
