,tipo_de_contribuinte_1,fracao_ideal,area_do_terreno,area_construida,area_ocupada,valor_do_m2_do_terreno,valor_do_m2_de_construcao,ano_da_construcao_corrigido,quantidade_de_pavimentos,testada_para_calculo,tipo_de_uso_do_imovel,tipo_de_padrao_da_construcao,tipo_de_terreno,fator_de_obsolescencia,latitude,longitude,labels
731115,0.0,0.0057,3600,156,3083,1146.0,1607.0,1995,16,80.0,0,0,2,0.78,-23.482929199999997,-46.641984,42
941816,0.0,0.0033,6788,83,3003,490.0,1285.0,2009,13,73.57,0,4,1,0.88,-23.692724899999998,-46.6774074,92
464062,0.0,0.0043,4439,150,3607,1633.0,1854.0,2007,17,64.99,0,1,3,0.9,-23.5499501,-46.595107,98
6103,0.0,0.0155,1382,193,437,8054.0,2139.0,1983,25,25.0,0,0,1,0.62,-23.5699535,-46.6556607,84
304026,1.0,0.003,693,13,550,6503.0,1631.0,1970,13,18.95,1,4,1,0.2,-23.5402935,-46.639824299999994,117
591521,1.0,0.0522,696,212,228,2364.0,2497.0,1990,11,24.0,0,1,1,0.71,-23.629009600000003,-46.646313799999994,31
384835,0.0,0.0182,353,39,277,4580.0,2139.0,1981,14,6.0,0,0,1,0.59,-23.5338527,-46.6569541,133
940732,0.0,0.0071,3396,113,543,915.0,1607.0,2000,14,75.0,0,0,2,0.83,-23.6597537,-46.6723435,42
377743,0.0,0.0128,1182,125,1182,2028.0,2139.0,1973,16,44.85,0,0,3,0.46,-23.5319163,-46.6520201,109
1162376,0.0,0.0151,1650,168,1567,1824.0,2139.0,2005,18,26.0,0,0,1,0.88,-23.611773100000004,-46.632780100000005,66
1057177,0.0,0.0038,8772,163,5106,1315.0,1854.0,2012,25,92.2,0,1,1,0.95,-23.612427899999997,-46.7427789,143
1069653,0.0,0.0071,9230,107,1580,373.0,927.0,2008,5,112.18,0,4,1,0.86,-23.588196300000003,-46.7984023,145
171687,0.0,0.0534,1000,339,270,3141.0,2497.0,1982,20,20.0,0,1,1,0.6,-23.6100676,-46.6820322,48
440702,1.0,0.0041,3470,69,922,1122.0,1607.0,2016,20,31.25,0,0,1,0.98,-23.537315300000003,-46.6046385,93
345907,0.0,0.0041,6357,192,3327,7249.0,2497.0,2007,37,146.0,0,1,3,0.9,-23.5582646,-46.6566685,141
72798,0.0,0.0122,1600,162,510,4474.0,2139.0,1977,13,40.0,0,0,1,0.52,-23.601896399999998,-46.6725645,133
962173,0.0,0.0166,1863,56,692,348.0,703.0,1986,5,59.2,0,12,2,0.4,-23.5631555,-46.4061208,17
145809,1.0,0.0418,549,126,200,4886.0,2139.0,1973,13,12.0,0,0,1,0.46,-23.556231600000004,-46.676174100000004,31
895136,0.0,0.0165,1000,123,313,2778.0,1607.0,1999,16,20.0,0,0,1,0.82,-23.586915700000002,-46.7195531,78
393742,0.0,0.0017,2159,26,621,6029.0,2139.0,1979,25,28.3,1,0,1,0.56,-23.5403037,-46.6579222,53
1075821,0.0,0.0062,4694,159,1331,1016.0,1607.0,2014,21,55.98,0,0,3,0.96,-23.5277579,-46.602590500000005,140
104870,0.0,0.023,416,89,344,3240.0,2139.0,1968,10,15.8,0,0,1,0.37,-23.5425965,-46.6485467,84
138390,1.0,0.0102,1400,128,1050,1781.0,1607.0,2016,22,35.0,0,0,1,0.98,-23.6476345,-46.7019503,93
789082,0.0,0.0027,1013,15,232,2311.0,2139.0,1978,16,45.0,1,0,3,0.54,-23.5332298,-46.7147955,101
556889,0.0,0.0151,2560,178,1925,1176.0,1607.0,1991,17,60.0,0,0,2,0.73,-23.599503600000002,-46.6060805,42
864810,0.0,0.0014,1500,14,381,1161.0,1854.0,1989,9,30.0,1,1,1,0.7,-23.6698055,-46.68791289999999,131
25235,0.0,0.0357,693,158,400,8271.0,2139.0,1973,16,14.8,0,0,1,0.46,-23.570895,-46.655694200000006,133
1081069,0.0,0.0095,5610,112,844,215.0,1224.0,1995,9,433.3,0,0,2,0.78,-23.60416,-46.79741,24
586758,0.0,0.0149,2112,147,1128,1536.0,2139.0,2015,18,74.82,0,0,2,0.97,-23.6247236,-46.636153,42
522235,1.0,0.0167,1309,153,1049,2210.0,2139.0,2000,16,32.0,0,0,1,0.83,-23.5889591,-46.6266747,31
763799,0.0,0.0052,4402,86,1767,890.0,1607.0,2015,12,70.67,0,0,2,0.97,-23.5054645,-46.6711,42
792886,1.0,0.004,5388,127,325,2206.0,2139.0,2003,20,12.4,0,0,1,0.86,-23.528439000000002,-46.727933,93
359510,0.0,0.0112,1652,93,1350,2220.0,2139.0,2000,17,38.0,0,0,1,0.83,-23.540984100000003,-46.68380429999999,66
111806,0.0,0.0355,601,111,300,4799.0,2139.0,1970,10,16.0,0,0,1,0.41,-23.542769,-46.655877000000004,133
115056,0.0,0.0215,780,114,500,6924.0,2139.0,1970,11,19.5,0,0,1,0.41,-23.573556,-46.643230100000004,84
187360,0.0,0.0114,3177,179,698,3284.0,2139.0,1976,20,50.0,0,0,3,0.51,-23.6213805,-46.674731200000004,109
1165065,0.0,0.0132,1244,120,268,1642.0,1607.0,1989,19,36.0,0,0,1,0.7,-23.636426800000002,-46.638065600000004,10
800911,0.0,0.0203,1750,170,1275,2943.0,2497.0,2013,9,35.0,0,1,1,0.96,-23.5579707,-46.6887881,48
319344,0.0,0.0042,3755,116,1300,5019.0,2139.0,1970,20,89.2,0,0,1,0.41,-23.5653777,-46.6485971,33
480998,0.0,0.0149,673,122,300,2077.0,2139.0,1970,14,31.5,0,0,1,0.41,-23.560462,-46.6328715,84
1110049,0.0,0.0046,15000,121,3617,330.0,1224.0,2015,5,95.0,0,0,1,0.97,-23.5583882,-46.395139799999995,28
450070,1.0,0.0155,958,105,881,1666.0,1607.0,2010,17,19.3,0,0,1,0.93,-23.5558245,-46.6042144,93
131644,0.0,0.0165,700,74,600,4722.0,2139.0,1965,14,10.09,0,0,1,0.32,-23.5652256,-46.6818717,133
135313,0.0,0.0314,780,163,336,4487.0,2497.0,1973,18,12.4,0,1,1,0.46,-23.5661212,-46.6858671,48
9445,0.0,0.0089,1220,62,400,7818.0,2139.0,1970,17,20.0,0,0,1,0.41,-23.558564399999998,-46.6643968,84
391177,0.0,0.0294,2656,618,2656,6304.0,3599.0,1999,40,35.8,0,3,1,0.82,-23.537255399999996,-46.65616,69
699377,1.0,0.0094,2400,141,1589,1043.0,1607.0,2013,9,40.0,0,0,1,0.96,-23.4778043,-46.5930674,93
67943,0.0,0.0493,1000,335,380,4593.0,2497.0,1988,20,20.0,0,1,1,0.69,-23.6022854,-46.670744799999994,48
836566,1.0,0.0056,1476,64,1400,2301.0,1742.0,2001,15,45.0,3,8,1,0.84,-23.629497699999998,-46.7071353,134
606383,1.0,0.0132,2004,90,994,1008.0,1607.0,2010,11,27.0,0,0,1,0.93,-23.6271342,-46.6056559,93
1097283,1.0,0.0166,2170,57,720,211.0,703.0,1987,5,38.65,0,12,1,0.42,-23.5414219,-46.434194,91
113358,0.0,0.0057,4008,148,1400,7519.0,2139.0,1958,18,44.02,0,0,1,0.2,-23.5413225,-46.6600811,84
553611,1.0,0.0108,5124,224,1729,2053.0,2497.0,2012,24,181.0,0,1,2,0.95,-23.602555399999996,-46.6270564,20
503884,1.0,0.002,25769,204,14821,1532.0,3092.0,2011,28,186.79,0,2,3,0.94,-23.576653,-46.6041678,73
693886,0.0,0.0052,1228,19,319,995.0,1854.0,1987,10,43.8,1,1,1,0.67,-23.503706,-46.5928017,131
53151,0.0,0.0602,1280,600,1103,3915.0,3092.0,2010,19,36.24,0,2,2,0.93,-23.5864799,-46.68663170000001,88
470562,0.0,0.0092,1680,120,1374,2477.0,1607.0,1974,18,28.0,0,0,1,0.48,-23.566930199999998,-46.591477600000005,33
979129,1.0,0.0033,12088,52,3578,414.0,927.0,2012,5,316.89,0,4,1,0.92,-23.5540968,-46.48975720000001,65
282137,0.0,0.0436,240,112,240,4234.0,2139.0,1959,12,10.0,0,0,1,0.2,-23.538923899999997,-46.651126700000006,139
889525,0.0,0.0083,2995,212,2164,1364.0,1607.0,2015,27,105.0,0,0,2,0.97,-23.5833676,-46.5835237,42
518620,0.0,0.0629,540,99,432,2351.0,2139.0,1970,4,18.0,0,0,1,0.41,-23.5828701,-46.627445200000004,133
1151887,0.0,0.009,1826,146,1500,1276.0,1607.0,2015,25,28.5,0,0,1,0.97,-23.511882999999997,-46.658423,128
987800,0.0,0.0051,10936,96,2050,387.0,927.0,1998,5,39.41,0,4,1,0.68,-23.6232509,-46.5002226,92
556085,0.0,0.0911,245,71,208,1673.0,1607.0,1955,4,10.0,0,0,1,0.2,-23.596969899999998,-46.604591299999996,129
935382,0.0,0.0003,4607,11,779,640.0,1607.0,2001,12,0.0,1,0,3,0.84,-23.631448100000004,-46.59177570000001,36
1042033,0.0,0.0268,3053,317,1999,1459.0,2213.0,1996,19,88.0,0,2,2,0.79,-23.6119181,-46.7362221,90
366078,0.0,0.0039,7682,103,3537,1040.0,1607.0,2013,18,13.33,0,0,1,0.96,-23.525459100000003,-46.6068539,21
1063807,0.0,0.01,4603,54,1100,265.0,691.0,2007,5,94.5,0,9,3,0.84,-23.678069,-46.7920924,54
858910,0.0,0.0193,1550,96,271,873.0,1607.0,1996,14,31.0,0,0,3,0.79,-23.6561801,-46.659858299999996,82
770038,0.0,0.0158,1790,57,644,785.0,1607.0,1982,5,44.0,0,0,2,0.6,-23.4842803,-46.6572386,125
955567,1.0,0.0038,10915,84,2198,666.0,703.0,2003,7,0.0,0,12,3,0.78,-23.50401,-46.472483600000004,142
344475,0.0,0.0048,1220,43,750,4999.0,2139.0,1970,17,42.0,0,0,3,0.41,-23.557245,-46.655405,109
676600,0.0,0.0042,6300,86,4843,795.0,1607.0,1992,17,142.15,0,0,1,0.74,-23.524945499999998,-46.535422499999996,28
604553,1.0,0.0123,2171,117,847,1091.0,1607.0,2009,15,46.0,0,0,1,0.92,-23.6221714,-46.605915100000004,93
264865,0.0,0.0005,4868,21,3407,2685.0,2139.0,1983,21,0.0,1,0,3,0.62,-23.551376100000002,-46.6432169,36
534810,0.0,0.0123,2271,198,1846,1884.0,2139.0,2009,21,51.65,0,0,2,0.92,-23.5915473,-46.6031624,42
755584,1.0,0.0075,1070,47,368,1856.0,2139.0,1984,11,21.4,1,0,1,0.63,-23.4932542,-46.6321425,106
